  CveAct;Catalogo  ;No Inv ;Año ;Descripción                                   ;    CveAds; NumSerie    ; CveBaja
  8654; I180000112;04052;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 229006463.;   I-1100303;229006463   ;    0  ;
  8655; I180000112;04053;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0229006386.;   11713 ;229006386   ;    0  ;
  8656; I180000112;04054;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0228005964.;   11713 ;228005964   ;    0  ;
  8657; I180000112;04055;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238014806;   11713 ;238014806   ;    0  ;
  8658; I180000112;04056;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0229006513;   11713 ;229006513   ;    0  ;
  8659; I180000112;04057;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238014196;   11710 ;238014196   ;    0  ;
  8660; I180000112;04058;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013790;   11710 ;238013790   ;    0  ;
  8661; I180000112;04059;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238014069;   11710 ;238014069   ;    0  ;
  8662; I180000112;04060;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013755;   11710 ;238013755   ;    0  ;
  8663; I180000112;04061;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013782.;   11922 ;238013782   ;    0  ;
  8664; I180000112;04062;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013878.;   11922 ;238013878   ;    0  ;
  8665; I180000112;04063;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238014739.;   11922 ;238014739   ;    0  ;
  8666; I180000112;04064;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0229006517.;   11922 ;229006517   ;    0  ;
  8667; I180000112;04065;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0229006551.;   11922 ;229006551   ;    0  ;
  8668; I180000112;04066;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0228006245.;   11922 ;228006245   ;    0  ;
  8669; I180000112;04067;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0228005992.;   11701 ;228005992   ;    0  ;
  8670; I180000112;04068;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0229006357.;   11701 ;229006357   ;    0  ;
  8671; I180000112;04069;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013763.;   11701 ;238013763   ;    0  ;
  8672; I180000112;04070;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238014820.;   11701 ;238014820   ;    0  ;
  8673; I180000112;04071;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238014745.;   11702 ;238014745   ;    0  ;
  8674; I180000112;04072;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238014057.;   11702 ;238014057   ;    0  ;
  8675; I180000112;04073;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013882.;   11702 ;238013882   ;    0  ;
  8676; I180000112;04074;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013856.;   11702 ;238013856   ;    0  ;
  8677; I180000112;04075;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0229006336.;   11702 ;229006336   ;    0  ;
  8678; I180000112;04076;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0229006337.;   11922 ;229006337   ;    0  ;
  8679; I180000112;04077;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0229006372.;   11700 ;229006372   ;    0  ;
  8680; I180000112;04078;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0229006370.;   11700 ;229006370   ;    0  ;
  8681; I180000112;04079;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0229006467.;   11700 ;229006467   ;    0  ;
  8682; I180000112;04080;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0229006472.;   11700 ;229006472   ;    0  ;
  8683; I180000112;04081;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0229006365.;   11705 ;229006365   ;    0  ;
  8684; I180000112;04082;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0229006477.;   11705 ;229006477   ;    0  ;
  8685; I180000112;04083;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238014605.;   11705 ;238014605   ;    0  ;
  8686; I180000112;04084;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238014062.;   11705 ;238014062   ;    0  ;
  8687; I180000112;04085;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013853.;   11705 ;238013853   ;    0  ;
  8688; I180000112;04086;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013758.;   11714 ;238013758   ;    0  ;
  8689; I180000112;04087;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013789.;   11714 ;238013789   ;    0  ;
  8690; I180000112;04088;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013161.;   11714 ;238013161   ;    0  ;
  8691; I180000112;04089;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013780.;   11714 ;238013780   ;    0  ;
  8692; I180000112;04090;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238014590.;   11714 ;238014590   ;    0  ;
  8693; I180000112;04091;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013779.;   I-1100106;238013779   ;    0  ;
  8694; I180000112;04092;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238014804.;   i-1100106;238014804   ;    0  ;
  8695; I180000112;04093;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238014749;   i-1100106;238014749   ;    0  ;
  8696; I180000112;04094;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013787.;   I-1100106;238013787   ;    0  ;
  8697; I180000112;04095;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013770.;   I-1100106;238013770   ;    0  ;
  8698; I180000112;04096;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013795.;   I-1100106;238013795   ;    0  ;
  8699; I180000112;04097;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013760.;   I-1100106;238013760   ;    0  ;
  8700; I180000112;04098;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013876.;   I-1100106;238013876   ;    0  ;
  8701; I180000112;04099;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013792.;   I-1100106;238013792   ;    0  ;
  8702; I180000112;04100;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238014060.;   I-1100106;238014060   ;    0  ;
  8703; I180000112;04101;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238014095.;   11922 ;238014095   ;    0  ;
  8704; I180000112;04102;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE:0 238014193.;   11922 ;238014193   ;    0  ;
  8705; I180000112;04103;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013880.;   11922 ;238013880   ;    0  ;
  8706; I180000112;04104;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238014801.;   11922 ;238014801   ;    0  ;
  8707; I180000112;04105;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013857.;   11922 ;238013857   ;    0  ;
  8708; I180000112;04106;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013854.;   11922 ;238013854   ;    0  ;
  8709; I180000112;04107;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013753.;   11922 ;238013753   ;    0  ;
  8710; I180000112;04108;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013883.;   11922 ;238013883   ;    0  ;
  8711; I180000112;04109;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238014818.;   11922 ;238014818   ;    0  ;
  8712; I180000112;04110;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013797.;   11922 ;238013797   ;    0  ;
  8713; I180000112;04111;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238014746.;   11712 ;238014746   ;    0  ;
  8714; I180000112;04112;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238014800.;   11712 ;238014800   ;    0  ;
  8715; I180000112;04113;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238014610.;   11712 ;238014610   ;    0  ;
  8716; I180000112;04114;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013871.;   11712 ;238013871   ;    0  ;
  8717; I180000112;04115;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013772.;   11922 ;238013772   ;    0  ;
  8718; I180000112;04116;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013767.;   11922 ;238013767   ;    0  ;
  8719; I180000112;04117;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013771.;   11922 ;238013771   ;    0  ;
  8720; I180000112;04118;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238014067.;   11922 ;238014067   ;    0  ;
  8721; I180000112;04119;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 038014591.;   11922 ;238014591   ;    0  ;
  8722; I180000112;04120;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013776.;   11922 ;238013776   ;    0  ;
  8723; I180000112;04121;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013784.;   11707 ;238013784   ;    0  ;
  8724; I180000112;04122;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013759.;   11707 ;238013759   ;    0  ;
  8725; I180000112;04123;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013766.;   11707 ;238013766   ;    0  ;
  8726; I180000112;04124;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013873.;   11707 ;238013873   ;    0  ;
  8727; I180000112;04125;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238014176.;   11707 ;238014176   ;    0  ;
  8728; I180000112;04126;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013777.;   11922 ;238013777   ;    0  ;
  8729; I180000112;04127;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013872.;   11708 ;238013872   ;    0  ;
  8730; I180000112;04128;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013862.;   11708 ;238013862   ;    0  ;
  8731; I180000112;04129;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013754.;   11708 ;238013754   ;    0  ;
  8732; I180000112;04130;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238014068.;   11708 ;238014068   ;    0  ;
  8733; I180000112;04131;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013815.;   11922 ;238013815   ;    0  ;
  8734; I180000112;04132;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013802.;   11922 ;238013802   ;    0  ;
  8735; I180000112;04133;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238014604.;   11922 ;238014604   ;    0  ;
  8736; I180000112;04134;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013804.;   11922 ;238013804   ;    0  ;
  8737; I180000112;04135;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013859.;   11922 ;238013859   ;    0  ;
  8738; I180000112;04136;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238014609.;   11922 ;238014609   ;    0  ;
  8739; I180000112;04137;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238014609.;   11709 ;238014609   ;    0  ;
  8740; I180000112;04138;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0228006293.;   11709 ;228006293   ;    0  ;
  8741; I180000112;04139;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0228005971.;   11709 ;228005971   ;    0  ;
  8742; I180000112;04140;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0228005972.;   11709 ;228005972   ;    0  ;
  8743; I180000112;04141;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0229006409.;   11706 ;229006409   ;    0  ;
  8744; I180000112;04142;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0229006326.;   11706 ;229006326   ;    0  ;
  8745; I180000112;04143;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0229006332.;   11706 ;229006332   ;    0  ;
  8746; I180000112;04144;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013783.;   11706 ;238013783   ;    0  ;
  8747; I180000112;04145;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013762.;   11706 ;238013762   ;    0  ;
  8748; I180000112;04146;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0238013805.;   11922 ;238013805   ;    0  ;
  8749; I180000112;04147;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0229006484.;   11922 ;229006484   ;    0  ;
  8750; I180000112;04148;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0229006363.;   11922 ;229006363   ;    0  ;
  8751; I180000112;04149;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0229006461.;   11922 ;229006461   ;    0  ;
  8752; I180000112;04150;02 ;MARCA SUN, MODELO TYPE 6 USB, NUMERO DE SERIE: 0229006468.;   11922 ;229006468   ;    0  ;
  14593; I180000112;04902;03 ;MARCA LANIX, MODELO SK-2690, NUMERO DE SERIE: C0311050375.;   11711 ;C0311050375 ;    0  ;
  14594; I180000112;04971;03 ;MARCA LANIX, MODELO SK-2690, NUMERO DE SERIE: C0311049973.;   11711 ;C0311049973 ;    0  ;
  14595; I180000112;05123;03 ;MARCA LANIX, MODELO SK-2690, NUMERO DE SERIE: C0311051342.;   11701 ;C0311051342 ;    0  ;
  15204; I180000112;05123;03 ;MARCA LANIX MODELO LANIX SPINE RACK 2U NUMERO DE SERIE: C0311051342;   Z07   ;C0311051342 ;    0  ;
  14596; I180000112;05150;03 ;MARCA LANIX, MODELO SK-2690, NUMERO DE SERIE: C0311051087.;   11910 ;C0311051087 ;    0  ;
  14597; I180000112;05206;03 ;MARCA LANIX, MODELO SK-2690, NUMERO DE SERIE: C0311050820.;   11714 ;C0311050820 ;    0  ;
  14599; I180000112;05308;03 ;MARCA LANIX, MODELO SK-2690, NUMERO DE SERIE: C0311051292.;   11711 ;C0311051292 ;    0  ;
  14598; I180000112;05326;03 ;MARCA LANIX, MODELO SK-2690, NUMERO DE SERIE: C0311050900.;   11930 ;C0311050900 ;    0  ;
  14600; I180000112;05436;03 ;MARCA LANIX, MODELO AK-2690, NUMERO DE SERIE: C0311048545.;   11200 ;C0311048545 ;    0  ;
  12652; I180000112;05653;03 ;MARCA LANIX, MODELO SK-2690, NUMERO DE SERIE: C0310118206.;   I-1100103;C0310118206 ;    0  ;
  12656; I180000112;05654;03 ;MARCA LANIX, MODELO SK-2690, NUMERO DE SERIE: C0310118961.;   I-1100403;C0310118961 ;    0  ;
  12660; I180000112;05655;03 ;MARCA LANIX, MODELO SK-2690, NUMERO DE SERIE: C0310118442.;   I-1100603;C0310118442 ;    0  ;
  12664; I180000112;05656;03 ;MARCA LANIX, MODELO SK-2690, NUMERO DE SERIE: C0310118448.;   I-1100703;C0310118448 ;    0  ;
  12668; I180000112;05657;03 ;MARCA LANIX, MODELO SK-2690, NUMERO DE SERIE: C031012108.;   I-1101303;C031012108  ;    0  ;
  11227; I180000112;05658;03 ;MARCA LANIX, MODELO SK-2690, NUMERO DE SERIE: C0311047733.;   I-1101603;C0311047733 ;    0  ;
  17569; I180000112;05658;03 ;MARCA LANIX, MODELO SK-2690, NUMERO DE SERIE: C0311047733.;   Z09   ;C0311047733 ;    0  ;
  12672; I180000112;05659;03 ;MARCA LANIX, MODELO SK-2690, NUMERO DE SERIE: C0311047734.;   I-1101703;C0311047734 ;    0  ;
  12676; I180000112;05660;03 ;MARCA LANIX, MODELO SK-2690, NUMERO DE SERIE: C0311047735.;   I-1102103;C0311047735 ;    0  ;
  12680; I180000112;05661;03 ;MARCA LANIX, MODELO SK-2690, NUMERO DE SERIE: C0311047736.;   I-1102203;C0311047736 ;    0  ;
  7563; I180000112;05987;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501QCMPRA.;   I-1100902;KY22501QCMPRA;    0  ;
  7564; I180000112;05988;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501Q5MPRA.;   I-1100902;KY22501Q5MPRA;    0  ;
  7565; I180000112;05989;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501QHMPRA.;   I-1100902;KY22501QHMPRA;    0  ;
  7566; I180000112;05990;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY208011AMC4A.;   I-1100902;KY208011AMC4A;    0  ;
  7567; I180000112;05991;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20400QKMC4A.;   I-1100902;KY20400QKMC4A;    0  ;
  7568; I180000112;05992;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20900L1MC4A.;   I-1100902;KY20900L1MC4A;    0  ;
  7569; I180000112;05993;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20902ARMC4A.;   I-1100902;KY20902ARMC4A;    0  ;
  7570; I180000112;05994;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501Q7MPRA.;   I-1100902;KY22501Q7MPRA;    0  ;
  7571; I180000112;05995;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501QFMPRA.;   I-1100902;KY22501QFMPRA;    0  ;
  7572; I180000112;05996;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22500S6MPRA.;   11703 ;KY22500S6MPRA;    0  ;
  7573; I180000112;05997;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY209028MMC4A.;   11703 ;KY209028MMC4A;    0  ;
  7574; I180000112;05998;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20902NWMC4A.;   11703 ;KY20902NWMC4A;    0  ;
  7575; I180000112;05999;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22500SCMPRA.;   11703 ;KY22500SCMPRA;    0  ;
  7576; I180000112;06000;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22500SDMPRA.;   11703 ;KY22500SDMPRA;    0  ;
  7577; I180000112;06001;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22500S9MPRA.;   11922 ;KY22500S9MPRA;    0  ;
  7578; I180000112;06002;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22500QEMPRA.;   I-1101002;KY22500QEMPRA;    0  ;
  7579; I180000112;06003;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22500SBMPRA.;   11922 ;KY22500SBMPRA;    0  ;
  7580; I180000112;06004;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20400GNMC4A.;   11922 ;KY20400GNMC4A;    0  ;
  7581; I180000112;06005;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20400KZMC4A.;   11922 ;KY20400KZMC4A;    0  ;
  7582; I180000112;06006;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20400GMMC4A.;   11922 ;KY20400GMMC4A;    0  ;
  7583; I180000112;06007;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20400GLMC4A.;   11922 ;KY20400GLMC4A;    0  ;
  7584; I180000112;06008;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20400GXMC4A.;   11922 ;KY20400GXMC4A;    0  ;
  7585; I180000112;06009;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20400GUJMC4A.;   11922 ;KY20400UJMC4A;    0  ;
  7586; I180000112;06010;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20400GSMC4A.;   11922 ;KY20400GSMC4A;    0  ;
  7587; I180000112;06011;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY208006RMC4A.;   11922 ;KY208006RMC4A;    0  ;
  7588; I180000112;06012;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY208010FMC4A.;   11922 ;KY208010FMC4A;    0  ;
  7589; I180000112;06013;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20800ZVMC4A.;   11922 ;KY20800ZVMC4A;    0  ;
  7590; I180000112;06014;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20400Q9MC4A.;   11922 ;KY20400Q9MC4A;    0  ;
  7591; I180000112;06015;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20400GQMC4A.;   I-1101202;KY20400GQMC4A;    0  ;
  7592; I180000112;06016;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501P8MPRA.;   I-1101202;KY22501P8MPRA;    0  ;
  7593; I180000112;06017;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501PJMPRA.;   I-1101202;KY22501PJMPRA;    0  ;
  7594; I180000112;06018;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501R0MPRA.;   I-1101202;KY22501R0MPRA;    0  ;
  7595; I180000112;06019;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501PAMPRA.;   I-1101202;KY22501PAMPRA;    0  ;
  7596; I180000112;06020;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501PCMPRA.;   I-1101202;KY22501PCMPRA;    0  ;
  7597; I180000112;06021;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501P6MPRA.;   I-1101202;KY22501P6MPRA;    0  ;
  7598; I180000112;06022;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501PGMPRA.;   I-1101202;KY22501PGMPRA;    0  ;
  7599; I180000112;06023;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501D2MPRA.;   I-1101302;KY22501D2MPRA;    0  ;
  7600; I180000112;06024;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501PBMPRA.;   I-1101302;KY22501PBMPRA;    0  ;
  7601; I180000112;06025;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501PFMPRA.;   I-1101302;KY22501PFMPRA;    0  ;
  7602; I180000112;06026;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY208019XMC4A.;   I-1101302;KY208019XMC4A;    0  ;
  7603; I180000112;06027;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501PEMPRA.;   I-1101302;KY22501PEMPRA;    0  ;
  7604; I180000112;06028;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501NHMPRA.;   I-1101302;KY22501NHMPRA;    0  ;
  7605; I180000112;06029;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501QXMPRA.;   I-1101302;KY22501QXMPRA;    0  ;
  7606; I180000112;06030;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501QZMPRA.;   I-1101302;KY22501QZMPRA;    0  ;
  7607; I180000112;06031;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501QVMPRA.;   I-1101302;KY22501QVMPRA;    0  ;
  7608; I180000112;06032;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20400QBMC4A.;   I-1101402;KY20400QBMC4A;    0  ;
  7609; I180000112;06033;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY208010DMC4A.;   I-1101402;KY208010DMC4A;    0  ;
  7610; I180000112;06034;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20400GTMC4A.;   I-1101402;KY20400GTMC4A;    0  ;
  7611; I180000112;06035;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501QQMPRA.;   I-1101402;KY22501QQMPRA;    0  ;
  7612; I180000112;06036;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20902UGMC4A.;   I-1101402;KY20902UGMC4A;    0  ;
  7613; I180000112;06037;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20800WSMC4A.;   I-1101402;KY20800WSMC4A;    0  ;
  7614; I180000112;06038;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY2080037MC4A.;   I-1101402;KY2080037MC4A;    0  ;
  7615; I180000112;06039;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20902FUMC4A.;   I-1101402;KY20902FUMC4A;    0  ;
  7616; I180000112;06040;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20900FLMC4A.;   I-1101402;KY20900FLMC4A;    0  ;
  7617; I180000112;06041;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20800U9MC4A.;   11922 ;KY20800U9MC4A;    0  ;
  7618; I180000112;06042;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY2080056MC4A.;   11922 ;KY2080056MC4A;    0  ;
  7619; I180000112;06043;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY2080035MC4A.;   11922 ;KY2080035MC4A;    0  ;
  7620; I180000112;06044;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY2080021MC4A.;   11922 ;KY2080021MC4A;    0  ;
  7621; I180000112;06045;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY208001MMC4A.;   11922 ;KY208001MMC4A;    0  ;
  7622; I180000112;06046;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20800VKMC4A.;   11922 ;KY20800VKMC4A;    0  ;
  7623; I180000112;06047;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20800YRMC4A.;   11922 ;KY20800YRMC4A;    0  ;
  7624; I180000112;06048;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22500M0MPRA.;   11922 ;KY22500M0MPRA;    0  ;
