  CveAct;Catalogo  ;No Inv ;Año ;Descripción                                   ;    CveAds; NumSerie    ; CveBaja
  7625; I180000112;06049;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20900LVMC4A.;   11922 ;KY20900LVMC4A;    0  ;
  7626; I180000112;06050;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20800ZFMC4A.;   I-1101802;KY20800ZFMC4A;    0  ;
  7627; I180000112;06051;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22500PKMPRA.;   I-1101802;KY22500PKMPRA;    0  ;
  7628; I180000112;06052;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501M8MPRA.;   I-1101802;KY22501M8MPRA;    0  ;
  7629; I180000112;06053;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20901SZMC4A.;   I-1101802;KY20901SZMC4A;    0  ;
  7630; I180000112;06054;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY208001LMC4A.;   I-1101802;KY208001LMC4A;    0  ;
  7631; I180000112;06055;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501C4MPRA.;   I-1101802;KY22501C4MPRA;    0  ;
  7632; I180000112;06056;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20800ZEMC4A.;   I-1101802;KY20800ZEMC4A;    0  ;
  7633; I180000112;06057;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20901SVMC4A.;   I-1101802;KY20901SVMC4A;    0  ;
  7634; I180000112;06058;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501M3MPRA.;   I-1101802;KY22501M3MPRA;    0  ;
  7635; I180000112;06059;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501M7MPRA.;   I-1102002;KY22501M7MPRA;    0  ;
  7636; I180000112;06060;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20901SXMC4A.;   I-1102002;KY20901SXMC4A;    0  ;
  7637; I180000112;06061;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20800WZMC4A.;   I-1102002;KY20800WZMC4A;    0  ;
  7638; I180000112;06062;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501CHMPRA.;   I-1102002;KY22501CHMPRA;    0  ;
  7639; I180000112;06063;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY208001QMC4A.;   I-1102002;KY208001QMC4A;    0  ;
  7640; I180000112;06064;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20800VJMC4A.;   I-1102002;KY20800VJMC4A;    0  ;
  7641; I180000112;06065;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY204003QMC4A.;   I-1102002;KY204003QMC4A;    0  ;
  7642; I180000112;06066;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501M6MPRA.;   I-1102002;KY22501M6MPRA;    0  ;
  7643; I180000112;06067;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY204003NMC4A.;   I-1102002;KY204003NMC4A;    0  ;
  7644; I180000112;06068;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20900PAMC4A.;   I-1102202;KY20900PAMC4A;    0  ;
  7645; I180000112;06069;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY208005SMC4A.;   I-1102202;KY208005SMC4A;    0  ;
  7646; I180000112;06070;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20800YRMC4A.;   I-1102202;KY20800YRMC4A;    0  ;
  7647; I180000112;06071;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501E8MPRA.;   I-1102202;KY22501E8MPRA;    0  ;
  7648; I180000112;06072;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20901HLMC4A.;   I-1102202;KY20901HLMC4A;    0  ;
  7649; I180000112;06073;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY2080097MC4A.;   I-1102202;KY2080097MC4A;    0  ;
  7650; I180000112;06074;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20902JMMC4A.;   I-1102202;KY20902JMMC4A;    0  ;
  7651; I180000112;06075;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501E6MPRA.;   I-1102202;KY22501E6MPRA;    0  ;
  7652; I180000112;06076;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501DEMPRA.;   I-1102202;KY22501DEMPRA;    0  ;
  7653; I180000112;06077;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501EEMPRA.;   I-1102402;KY22501EEMPRA;    0  ;
  7654; I180000112;06078;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20901PFMC4A.;   I-1102402;KY20901PFMC4A;    0  ;
  7655; I180000112;06079;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501D5MPRA.;   I-1102402;KY22501D5MPRA;    0  ;
  7656; I180000112;06080;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY208016DMC4A.;   I-1102402;KY208016DMC4A;    0  ;
  7657; I180000112;06081;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501E2MPRA.;   I-1102402;KY22501E2MPRA;    0  ;
  7658; I180000112;06082;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20900W5MC4A.;   I-1102402;KY20900W5MC4A;    0  ;
  7659; I180000112;06083;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20900PCMC4A.;   I-1102402;KY20900PCMC4A;    0  ;
  7660; I180000112;06084;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501DBMPRA.;   I-1102402;KY22501DBMPRA;    0  ;
  7661; I180000112;06085;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20901MAMC4A.;   I-1102402;KY20901MAMC4A;    0  ;
  7662; I180000112;06086;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20900MGMC4A.;   I-1102702;KY20900MGMC4A;    0  ;
  7663; I180000112;06087;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20901PMMC4A.;   I-1102702;KY20901PMMC4A;    0  ;
  7664; I180000112;06088;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22500RFMPRA.;   I-1102702;KY22500RFMPRA;    0  ;
  7665; I180000112;06089;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20902H8MC4A.;   I-1102702;KY20902H8MC4A;    0  ;
  7666; I180000112;06090;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501E5MPRA.;   I-1102702;KY22501E5MPRA;    0  ;
  7667; I180000112;06091;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20902J2MC4A.;   I-1102702;KY20902J2MC4A;    0  ;
  7668; I180000112;06092;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501DAPRA.;   I-1102702;KY22501DAPRA;    0  ;
  7669; I180000112;06093;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20800BKMC4A.;   I-1102702;KY20800BKMC4A;    0  ;
  7670; I180000112;06094;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22500R6MPRA.;   I-1102702;KY22500R6MPRA;    0  ;
  7671; I180000112;06095;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20800WUMC4A.;   I-1103202;KY20800WUMC4A;    0  ;
  7672; I180000112;06096;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20900Z2MC4A.;   I-1103202;KY20900Z2MC4A;    0  ;
  7673; I180000112;06097;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY2080156MC4A.;   I-1103202;KY2080156MC4A;    0  ;
  7674; I180000112;06098;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY209023DMC4A.;   I-1103202;KY209023DMC4A;    0  ;
  7675; I180000112;06099;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501ECMPRA.;   I-1103202;KY22501ECMPRA;    0  ;
  7676; I180000112;06100;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22500RGMPRA.;   I-1103202;KY22500RGMPRA;    0  ;
  7677; I180000112;06101;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20900HTMC4A.;   I-1103202;KY20900HTMC4A;    0  ;
  7678; I180000112;06102;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22500R5MPRA.;   I-1103202;KY22500R5MPRA;    0  ;
  7679; I180000112;06103;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501D9MPRA.;   I-1103202;KY22501D9MPRA;    0  ;
  7680; I180000112;06104;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22500QYMPRA.;   I-1103502;KY22500QYMPRA;    0  ;
  7681; I180000112;06105;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY209014GMC4A.;   I-1103502;KY209014GMC4A;    0  ;
  7682; I180000112;06106;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY2080095MC4A.;   I-1103502;KY2080095MC4A;    0  ;
  7683; I180000112;06107;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20800ARMC4A.;   I-1103502;KY20800ARMC4A;    0  ;
  7684; I180000112;06108;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20902CFMC4A.;   I-1103502;KY20902CFMC4A;    0  ;
  7685; I180000112;06109;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20901QPMC4A.;   I-1103502;KY20901QPMC4A;    0  ;
  7686; I180000112;06110;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20800ZBMC4A.;   I-1103502;KY20800ZBMC4A;    0  ;
  7687; I180000112;06111;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501EAMPRA.;   I-1103502;KY22501EAMPRA;    0  ;
  7688; I180000112;06112;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20900YVMC4A.;   I-1103502;KY20900YVMC4A;    0  ;
  7689; I180000112;06113;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20800YVMC4A.;   11922 ;KY20800YVMC4A;    0  ;
  7690; I180000112;06114;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY209014FMC4A.;   11922 ;KY209014FMC4A;    0  ;
  7691; I180000112;06115;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20800YNMC4A.;   11922 ;KY20800YNMC4A;    0  ;
  7692; I180000112;06116;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY2090143MC4A.;   11922 ;KY2090143MC4A;    0  ;
  7693; I180000112;06117;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22500R4MPRA.;   11922 ;KY22500R4MPRA;    0  ;
  7694; I180000112;06118;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22500R7MPRA.;   11922 ;KY22500R7MPRA;    0  ;
  7695; I180000112;06119;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22500QWMPRA.;   11922 ;KY22500QWMPRA;    0  ;
  7696; I180000112;06120;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20901M2MC4A.;   11922 ;KY20901M2MC4A;    0  ;
  7697; I180000112;06121;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501GUMPRA.;   11922 ;KY22501GUMPRA;    0  ;
  7698; I180000112;06122;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501KCMPRA.;   I-1104202;KY22501KCMPRA;    0  ;
  7699; I180000112;06123;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20902M9MC4A.;   I-1104202;KY20902M9MC4A;    0  ;
  7700; I180000112;06124;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20800Z9MC4A.;   I-1104202;KY20800Z9MC4A;    0  ;
  7701; I180000112;06125;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY225005UMPRA.;   I-1104202;KY225005UMPRA;    0  ;
  7702; I180000112;06126;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY235022KMPRA.;   I-1104202;KY235022KMPRA;    0  ;
  7703; I180000112;06127;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY209014AMC4A.;   I-1104202;KY209014AMC4A;    0  ;
  7704; I180000112;06128;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY209014JMC4A.;   I-1104202;KY209014JMC4A;    0  ;
  7705; I180000112;06129;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501LDMPRA.;   I-1104202;KY22501LDMPRA;    0  ;
  7706; I180000112;06130;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501KKMPRA.;   I-1104202;KY22501KKMPRA;    0  ;
  7707; I180000112;06131;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501Q2MPRA.;   I-1104302;KY22501Q2MPRA;    0  ;
  7708; I180000112;06132;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501PQMPRA.;   I-1104302;KY22501PQMPRA;    0  ;
  7709; I180000112;06133;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY209014PMC4A.;   I-1104302;KY209014PMC4A;    0  ;
  7710; I180000112;06134;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY209027JMC4A.;   I-1104302;KY209027JMC4A;    0  ;
  7711; I180000112;06135;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20902B1MC4A.;   I-1104302;KY20902B1MC4A;    0  ;
  7712; I180000112;06136;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20400PXMC4A.;   I-1104302;KY20400PXMC4A;    0  ;
  7713; I180000112;06137;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501LMMPRA.;   I-1104302;KY22501LMMPRA;    0  ;
  7714; I180000112;06138;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20900TFMC4A.;   I-1104302;KY20900TFMC4A;    0  ;
  7715; I180000112;06139;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20900R2MC4A.;   I-1104302;KY20900R2MC4A;    0  ;
  7716; I180000112;06140;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501PXMPRA.;   i-1103302;KY22501PXMPRA;    0  ;
  7717; I180000112;06141;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501LKMPRA.;   i-1103302;KY22501LKMPRA;    0  ;
  7718; I180000112;06142;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY2090136MC4A.;   i-1103302;KY2090136MC4A;    0  ;
  7719; I180000112;06143;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501LNMPRA.;   i-1103302;KY22501LNMPRA;    0  ;
  7720; I180000112;06144;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501LJMPRA.;   i-1103302;KY22501LJMPRA;    0  ;
  7721; I180000112;06145;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501KPMPRA.;   i-1103302;KY22501KPMPRA;    0  ;
  7722; I180000112;06146;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY235006DMPRA.;   i-1103302;KY235006DMPRA;    0  ;
  7723; I180000112;06147;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501PNMPRA.;   i-1103302;KY22501PNMPRA;    0  ;
  7724; I180000112;06148;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501PZMPRA.;   i-1103302;KY22501PZMPRA;    0  ;
  7725; I180000112;06149;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501PUMPRA.;   I-1104502;KY22501PUMPRA;    0  ;
  7726; I180000112;06150;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20900TEMC4A.;   I-1104502;KY20900TEMC4A;    0  ;
  7727; I180000112;06151;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22501PSMPRA.;   I-1104502;KY22501PSMPRA;    0  ;
  7728; I180000112;06152;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20900F0MC4A.;   I-1104502;KY20900F0MC4A;    0  ;
  7729; I180000112;06153;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY235029HMPRA.;   I-1104502;KY235029HMPRA;    0  ;
  7730; I180000112;06154;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY235029JMPRA.;   I-1104502;KY235029JMPRA;    0  ;
  7731; I180000112;06155;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY2350063MPRA.;   I-1104502;KY2350063MPRA;    0  ;
  7732; I180000112;06156;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY23502EGMPRA.;   I-1104502;KY23502EGMPRA;    0  ;
  7733; I180000112;06157;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22500PRMPRA.;   I-1104502;KY22500PRMPRA;    0  ;
  7734; I180000112;06158;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22500PTMPRA.;   I-1104602;KY22500PTMPRA;    0  ;
  7735; I180000112;06159;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22500PWMPRA.;   I-1104602;KY22500PWMPRA;    0  ;
  7736; I180000112;06160;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20901T8MC4A.;   I-1104602;KY20901T8MC4A;    0  ;
  7737; I180000112;06161;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22500Q0MPRA.;   I-1104602;KY22500Q0MPRA;    0  ;
  7738; I180000112;06162;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22500PVMPRA. RESOLUCION 12252;   Z11990;KY22500PVMPRA;    0  ;
  7739; I180000112;06163;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22500PUMPRA.;   I-1104602;KY22500PUMPRA;    0  ;
  7740; I180000112;06164;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22500PYMPRA.;   I-1104602;KY22500PYMPRA;    0  ;
  7741; I180000112;06165;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22500PXMPRA.;   I-1104602;KY22500PXMPRA;    0  ;
  7742; I180000112;06166;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20901URMC4A.;   I-1104602;KY20901URMC4A;    0  ;
  7743; I180000112;06167;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20901UUMC4A.;   I-1105302;KY20901UUMC4A;    0  ;
  7744; I180000112;06168;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY23500B1MPRA.;   I-1105302;KY23500B1MPRA;    0  ;
  7745; I180000112;06169;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY23900SPMC4A.;   I-1105302;KY23900SPMC4A;    0  ;
  7746; I180000112;06170;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY23500BJMPRA.;   I-1105302;KY23500BJMPRA;    0  ;
  7747; I180000112;06171;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY23500ASMPRA.;   I-1105302;KY23500ASMPRA;    0  ;
  7748; I180000112;06172;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY23500B4MPRA.;   I-1105302;KY23500B4MPRA;    0  ;
  7749; I180000112;06173;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY23500B3MPRA.;   I-1105302;KY23500B3MPRA;    0  ;
  7750; I180000112;06174;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY23502BBMPRA.;   I-1105302;KY23502BBMPRA;    0  ;
  7751; I180000112;06175;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY2350062MPRA.;   I-1105302;KY2350062MPRA;    0  ;
  7752; I180000112;06176;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY23502ELMPRA.;   I-1105102;KY23502ELMPRA;    0  ;
  7753; I180000112;06177;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY235029CMPRA.;   I-1105102;KY235029CMPRA;    0  ;
  7754; I180000112;06178;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY23502ETMPRA.;   I-1105102;KY23502ETMPRA;    0  ;
  7755; I180000112;06179;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY23502A5MPRA.;   I-1105102;KY23502A5MPRA;    0  ;
  7756; I180000112;06180;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY23502EMMPRA.;   I-1105102;KY23502EMMPRA;    0  ;
  7757; I180000112;06181;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20901UVMC4A.;   I-1105102;KY20901UVMC4A;    0  ;
  7758; I180000112;06182;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY208018KMC4A.;   I-1105102;KY208018KMC4A;    0  ;
  7759; I180000112;06183;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20900N2MC4A.;   I-1105102;KY20900N2MC4A;    0  ;
  7760; I180000112;06184;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20902R5MC4A.;   I-1105102;KY20902R5MC4A;    0  ;
  7761; I180000112;06185;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY2350061MPRA.;   I-1104802;KY2350061MPRA;    0  ;
  7762; I180000112;06186;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22500PZMPRA.;   I-1104802;KY22500PZMPRA;    0  ;
  7763; I180000112;06187;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20901T6MC4A.;   I-1104802;KY20901T6MC4A;    0  ;
  7764; I180000112;06188;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY23500A1MPRA.;   I-1104802;KY23500A1MPRA;    0  ;
  7765; I180000112;06189;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY235029DMPRA.;   I-1104802;KY235029DMPRA;    0  ;
  7766; I180000112;06190;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY235009KMPRA.;   I-1104802;KY235009KMPRA;    0  ;
  7767; I180000112;06191;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY235007TMPRA.;   I-1104802;KY235007TMPRA;    0  ;
  7768; I180000112;06192;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY235007PMPRA.;   I-1104802;KY235007PMPRA;    0  ;
  7769; I180000112;06193;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY23500AOMPRA.;   I-1104802;KY23500AOMPRA;    0  ;
  7770; I180000112;06194;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY235007SMPRA.;   I-1105402;KY235007SMPRA;    0  ;
  7771; I180000112;06195;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20902UUMC4A.;   I-1105402;KY20902UUMC4A;    0  ;
  7772; I180000112;06196;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20901RFMC4A.;   I-1105402;KY20901RFMC4A;    0  ;
  7773; I180000112;06197;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20901QYMC4A.;   I-1105402;KY20901QYMC4A;    0  ;
  7774; I180000112;06198;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20901QSMC4A.;   I-1105402;KY20901QSMC4A;    0  ;
  7775; I180000112;06199;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY208015WMC4A.;   I-1105402;KY208015WMC4A;    0  ;
  7776; I180000112;06200;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20901W5MC4A.;   I-1105402;KY20901W5MC4A;    0  ;
  7777; I180000112;06201;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20900E0MC4A.;   I-1105402;KY20900E0MC4A;    0  ;
  7778; I180000112;06202;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20900X7MC4A.;   I-1105402;KY20900X7MC4A;    0  ;
  7779; I180000112;06203;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20800D8MC4A.;   I-1105502;KY20800D8MC4A;    0  ;
  7780; I180000112;06204;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY208010LMC4A.;   I-1105502;KY208010LMC4A;    0  ;
  7781; I180000112;06205;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY209007JMC4A.;   I-1105502;KY209007JMC4A;    0  ;
  7782; I180000112;06206;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY235029EMPRA.;   I-1105502;KY235029EMPRA;    0  ;
  7783; I180000112;06207;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY235029BMPRA.;   I-1105502;KY235029BMPRA;    0  ;
  7784; I180000112;06208;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY2350299MPRA.;   I-1105502;KY2350299MPRA;    0  ;
  7785; I180000112;06209;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY225000ZMPRA.;   I-1105502;KY225000ZMPRA;    0  ;
  7786; I180000112;06210;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY2040040MC4A.;   I-1105502;KY2040040MC4A;    0  ;
  7787; I180000112;06211;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY2250010MPRA.;   I-1105502;KY2250010MPRA;    0  ;
  7788; I180000112;06212;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20902ADMC4A.;   I-1100902;KY20902ADMC4A;    0  ;
  7789; I180000112;06213;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY208008TMC4A.;   11922 ;KY208008TMC4A;    0  ;
  7790; I180000112;06214;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20901P3MC4A.;   11922 ;KY20901P3MC4A;    0  ;
  7791; I180000112;06215;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20900B7MC4A.;   I-1101202;KY20900B7MC4A;    0  ;
  7792; I180000112;06216;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20900XVMC4A.;   I-1101302;KY20900XVMC4A;    0  ;
  7793; I180000112;06217;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY20900B3MC4A. ACUERDO 9869;   Z11990;KY20900B3MC4A;    0  ;
  7794; I180000112;06218;02 ;MARCA APPLE, MODELO M 7803, NUMERO DE SERIE: KY22500T2MPRA.;   11922 ;KY22500T2MPRA;    0  ;
